
============================================================
  DEVICE: SW02-PoE-48P-HALA-2  [10.0.100.12]  vendor: cisco
============================================================

Timestamp : 2026-05-15 12:24:00


------------------------------------------------------------
  CMD: show log
------------------------------------------------------------

Syslog logging: enabled (0 messages dropped, 0 messages rate-limited, 0 flushes, 0 overruns, xml disabled, filtering disabled)

No Active Message Discriminator.



No Inactive Message Discriminator.


    Console logging: level informational, 15141 messages logged, xml disabled,
                     filtering disabled
    Monitor logging: level debugging, 0 messages logged, xml disabled,
                     filtering disabled
    Buffer logging:  level debugging, 15198 messages logged, xml disabled,
                     filtering disabled
    Exception Logging: size (4096 bytes)
    Count and timestamp logging messages: disabled
    File logging: disabled
    Persistent logging: disabled

No active filter modules.

    Trap logging: level informational, 15145 message lines logged
Apr 22 20:17:00.462: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 22 22:17:59.432: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 22 22:18:00.433: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 22 22:18:02.924: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 22 22:18:03.925: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 23 03:55:59.886: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 23 03:56:00.893: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 23 03:56:03.373: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 23 03:56:04.380: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 23 03:56:12.533: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 23 03:56:13.545: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 23 03:56:16.711: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 23 03:56:17.713: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 23 03:59:31.793: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 23 03:59:32.799: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 23 03:59:35.384: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 23 03:59:36.386: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 23 03:59:42.389: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 23 03:59:43.391: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 23 03:59:54.024: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 23 03:59:55.025: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 23 04:05:41.051: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 23 04:05:42.053: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 23 04:05:44.706: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 23 04:05:45.707: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 23 04:05:54.065: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 23 04:05:55.071: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 23 04:05:57.745: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 23 04:05:58.747: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 23 04:43:47.221: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 23 04:43:48.222: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 23 04:43:51.688: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 23 04:43:52.694: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 23 04:44:51.360: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 23 04:44:53.132: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 23 04:53:58.951: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 23 04:54:00.603: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 23 04:54:05.185: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 23 04:54:06.187: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 23 04:54:14.156: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 23 04:54:15.158: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 23 04:54:16.500: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 23 04:54:17.501: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 23 04:54:54.607: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 23 04:54:56.316: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 23 05:10:57.048: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 23 05:10:58.054: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 23 05:12:13.708: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Apr 23 05:12:14.709: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Apr 23 05:50:52.828: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 23 05:50:57.683: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 23 05:51:02.973: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 23 05:51:03.975: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 23 05:51:07.099: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 23 05:51:08.111: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 23 15:03:08.461: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 23 15:03:09.468: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 23 15:03:45.735: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 23 15:03:47.428: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 23 16:55:30.594: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 23 16:55:32.596: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 23 18:06:00.900: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 23 18:06:01.901: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 23 18:06:04.239: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 23 18:06:05.241: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 23 18:18:44.226: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 23 18:18:45.223: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 23 18:19:21.730: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 23 18:19:23.634: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 23 19:58:28.654: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 23 19:58:33.504: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 23 19:58:38.831: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 23 19:58:39.025: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 23 19:58:39.833: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 23 19:58:40.032: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 23 19:58:42.842: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 23 19:58:43.314: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 23 19:58:43.854: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 23 19:58:44.316: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 23 19:59:06.888: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 23 19:59:07.889: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 23 19:59:19.445: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 23 19:59:19.886: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 23 19:59:20.457: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 23 19:59:21.894: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 23 19:59:32.003: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 23 19:59:33.009: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 04:41:58.781: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 24 04:41:59.782: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 24 04:42:02.194: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 24 04:42:03.201: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 24 04:42:11.642: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 24 04:42:12.649: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 24 04:42:15.779: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 24 04:42:16.781: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 24 04:44:43.541: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 24 04:44:44.543: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 24 04:44:48.108: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 24 04:44:49.110: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 24 04:45:47.162: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 24 04:45:49.065: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 24 04:56:18.949: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 04:56:19.961: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 24 04:56:22.598: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 24 04:56:23.600: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 04:56:32.025: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 04:56:33.037: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 24 04:56:35.669: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 24 04:56:36.676: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 04:59:09.608: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 24 04:59:11.154: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 24 04:59:15.747: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 24 04:59:16.749: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 24 04:59:24.451: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 24 04:59:25.453: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 24 05:08:03.987: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:05.681: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:10.594: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 05:08:11.595: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 05:08:14.479: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:15.486: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:27.241: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 05:08:28.237: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 05:08:36.296: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:37.308: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:52.728: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 05:08:53.729: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 05:08:56.655: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 24 05:08:57.656: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 13:20:38.227: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 13:20:40.230: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 13:52:42.666: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 13:52:43.672: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 24 13:52:46.320: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 24 13:52:47.332: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 13:52:53.755: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 13:52:54.756: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 24 13:52:57.446: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 24 13:52:58.448: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 14:16:17.692: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to down
Apr 24 14:16:18.699: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to down
Apr 24 14:17:01.992: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to up
Apr 24 14:17:02.993: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to up
Apr 24 14:17:15.315: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to down
Apr 24 14:17:17.323: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to up
Apr 24 15:17:54.666: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 15:17:55.667: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 15:17:58.226: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 24 15:17:59.227: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 17:04:16.216: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 17:04:18.213: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 18:02:19.217: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 18:02:24.130: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 18:02:29.331: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 18:02:30.333: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 18:02:33.400: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 24 18:02:34.401: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 24 19:50:21.783: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 24 19:50:22.795: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 24 19:50:41.235: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 24 19:50:42.242: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 24 19:50:46.163: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 24 19:50:47.170: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 24 19:50:51.464: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 24 19:50:52.471: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 24 19:56:50.393: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 24 19:56:51.384: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 24 19:58:36.257: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 24 19:58:38.260: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 24 21:47:09.533: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/27, changed state to down
Apr 24 21:47:10.535: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/27, changed state to down
Apr 25 03:26:31.069: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to down
Apr 25 03:26:32.081: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to down
Apr 25 03:26:53.206: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to up
Apr 25 03:26:54.207: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to up
Apr 25 04:53:35.128: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 25 04:53:36.135: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 25 04:55:50.180: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to down
Apr 25 04:55:51.187: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to down
Apr 26 18:11:12.509: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to down
Apr 26 18:11:13.516: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to down
Apr 27 04:28:00.549: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 27 04:28:01.556: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 27 04:28:04.204: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 27 04:28:05.205: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 27 04:28:06.668: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 27 04:28:07.675: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 27 04:28:10.087: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 27 04:28:11.088: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 27 04:28:11.182: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 27 04:28:12.787: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 27 04:28:13.573: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 27 04:28:14.575: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 27 04:28:16.205: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 27 04:28:17.180: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 27 04:28:17.773: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 27 04:28:17.789: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 27 04:28:17.909: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 27 04:28:18.182: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 27 04:28:18.774: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
